0.976;-2.93;9.557;2021-05-11 12:08:20.450
0.976;-2.93;9.577;2021-05-11 12:08:20.440
0.976;-2.93;9.557;2021-05-11 12:08:20.430
1.034;-2.949;9.5;2021-05-11 12:08:20.420
1.015;-2.968;9.519;2021-05-11 12:08:20.410
0.976;-2.949;9.557;2021-05-11 12:08:20.400
0.957;-2.911;9.557;2021-05-11 12:08:20.396
0.957;-2.892;9.577;2021-05-11 12:08:20.382
0.976;-2.873;9.577;2021-05-11 12:08:20.370
0.976;-2.873;9.596;2021-05-11 12:08:20.360
0.976;-2.892;9.557;2021-05-11 12:08:20.353
0.996;-2.892;9.557;2021-05-11 12:08:20.352
0.996;-2.892;9.538;2021-05-11 12:08:20.351
0.976;-2.949;9.557;2021-05-11 12:08:20.349
0.976;-3.007;9.557;2021-05-11 12:08:20.348
1.015;-2.968;9.557;2021-05-11 12:08:20.346
0.996;-2.93;9.538;2021-05-11 12:08:20.345
0.957;-2.93;9.557;2021-05-11 12:08:20.344
0.938;-2.911;9.596;2021-05-11 12:08:20.342
0.957;-2.892;9.596;2021-05-11 12:08:20.341
0.976;-2.892;9.596;2021-05-11 12:08:20.340
0.957;-2.892;9.577;2021-05-11 12:08:20.338
0.976;-2.892;9.557;2021-05-11 12:08:20.337
0.976;-2.911;9.538;2021-05-11 12:08:20.336
0.996;-2.949;9.538;2021-05-11 12:08:20.334
1.015;-2.968;9.577;2021-05-11 12:08:20.333
0.996;-2.968;9.557;2021-05-11 12:08:20.332
0.976;-2.911;9.577;2021-05-11 12:08:20.330
0.957;-2.873;9.557;2021-05-11 12:08:20.329
0.957;-2.892;9.577;2021-05-11 12:08:20.327
0.996;-2.93;9.538;2021-05-11 12:08:20.326
0.996;-2.968;9.538;2021-05-11 12:08:20.325
0.976;-2.93;9.557;2021-05-11 12:08:20.323
0.938;-2.911;9.577;2021-05-11 12:08:20.322
0.938;-2.911;9.615;2021-05-11 12:08:20.320
0.996;-2.892;9.615;2021-05-11 12:08:20.319
1.015;-2.911;9.557;2021-05-11 12:08:20.318
0.996;-2.93;9.519;2021-05-11 12:08:20.316
0.996;-2.93;9.538;2021-05-11 12:08:20.315
0.957;-2.93;9.577;2021-05-11 12:08:20.314
0.938;-2.93;9.596;2021-05-11 12:08:20.313
0.996;-2.892;9.577;2021-05-11 12:08:20.311
1.015;-2.853;9.519;2021-05-11 12:08:20.309
0.938;-2.873;9.577;2021-05-11 12:08:20.020
0.957;-2.911;9.577;2021-05-11 12:08:20.010
